Brand,Model,CPU,RAM (GB),Storage (GB),GPU,Purpose,Price ($),Screen (in),OS,Weight (kg),Battery Life (hrs),Release Year,Color
Apple,MacBook Air 15 M2,Apple M2,8,512,Apple GPU,Student Use,1299,15,macOS,2.1,9,2024,Black
ASUS,VivoBook 15,Intel i5,8,256,Intel UHD,Everyday Use,599,15.6,Windows 11,2.4,10,2024,Space Gray
HP,EliteBook 840 G7,Intel i7,16,512,Intel UHD,Business,1899,14,Windows 11,1.5,8,2024,Black
Lenovo,IdeaPad 5 Pro 14,AMD Ryzen 7,16,512,NVIDIA GTX 1650,Everyday Use,1099,14,Windows 11,1.3,7,2024,Natural Silver
MSI,Stealth GS66,Intel i7,16,512,NVIDIA RTX 3060,Gaming,1799,15.6,Windows 11,2.7,9,2024,Space Gray
Dell,Alienware X14,Intel i7,16,512,NVIDIA RTX 3070,Gaming,2199,14,Windows 11,1.6,21,2024,Pine Grey
Lenovo,ThinkPad X1 Yoga Gen 7,Intel i7,16,512,Intel Iris Xe,Hybrid Use,1899,14,Windows 11,1.1,7,2024,Black
Apple,MacBook Pro 13 M2,Apple M2,8,512,Apple GPU,Professional Use,1499,13.3,macOS,3,12,2024,Black
ASUS,ROG Flow Z13,Intel i7,16,512,NVIDIA RTX 3050,Gaming,1799,13.4,Windows 11,1.8,6,2024,Silver
Acer,Predator Helios 300,Intel i7,16,512,NVIDIA RTX 3060,Gaming,1699,15.6,Windows 11,1.9,7,2024,Starlight
MSI,Creator 15,Intel i7,16,512,NVIDIA RTX 3060,Content Creation,2199,15.6,Windows 11,1.7,6,2024,Shadow Black
Lenovo,Yoga 7i,Intel i7,16,512,Intel Iris Xe,Hybrid Use,1699,14,Windows 11,1.3,18,2024,Eclipse Grey
Dell,G5 15,Intel i7,16,512,NVIDIA GTX 1650,Gaming,1199,15.6,Windows 11,1.8,8,2024,Phantom Black
HP,Omen 15,Intel i7,16,512,NVIDIA RTX 3060,Gaming,1799,15.6,Windows 11,2.3,7,2024,Lunar Light
ASUS,TUF Gaming A15,AMD Ryzen 7,16,512,NVIDIA GTX 1660,Gaming,1299,15.6,Windows 11,1.5,8,2024,Space Gray
Apple,MacBook Pro 13 M1,Apple M1,8,256,Apple GPU,Professional Use,1499,13.3,macOS,2,12,2024,Black
ASUS,ZenBook 15,Intel i5,8,512,Intel UHD,Everyday Use,899,15.6,Windows 11,1.7,13,2024,Nightfall Blue
MSI,GE75 Raider,Intel i7,16,512,NVIDIA RTX 3060,Gaming,1899,17.3,Windows 11,1.6,7,2024,Transparent Silver
Acer,Nitro 5,Intel i7,16,512,NVIDIA GTX 1660,Gaming,1299,15.6,Windows 11,2.3,18,2024,Black
Apple,MacBook Pro 13 M2,Apple M2,8,256,Apple GPU,Professional Use,1499,13.3,macOS,2.4,6,2024,Platinum Silver
Lenovo,ThinkPad X1 Nano,Intel i5,8,512,Intel UHD,Business,1499,13,Windows 11,1.4,8,2024,Space Gray
HP,Pavilion 15,Intel i7,8,512,Intel UHD,Everyday Use,699,15.6,Windows 11,1.3,12,2024,Black
ASUS,VivoBook Pro 15,AMD Ryzen 7,16,512,NVIDIA GTX 1650,Everyday Use,899,15.6,Windows 11,1.3,13,2024,Silver
Dell,Inspiron 15 3000,Intel i5,8,512,Intel UHD,Everyday Use,649,15.6,Windows 11,1.9,6,2024,Eclipse Grey
Acer,Predator Helios 300,Intel i7,16,512,NVIDIA RTX 3060,Gaming,1699,15.6,Windows 11,1.6,17,2024,Platinum Grey
MSI,GE66 Raider,Intel i9,32,1000,NVIDIA RTX 3070,Gaming,2499,15.6,Windows 11,1.8,15,2024,Eclipse Black
HP,Spectre x360 13,Intel i5,8,512,Intel UHD,Hybrid Use,899,13.3,Windows 11,2.2,5,2024,Space Gray
Lenovo,Legion 5i,Intel i7,16,512,NVIDIA RTX 2060,Gaming,1499,15.6,Windows 11,0.9,8,2024,Black
Dell,XPS 13 9300,Intel i5,8,256,Intel Iris Xe,Ultrabook,1399,13.4,Windows 11,1.6,9,2024,Silver
ASUS,ZenBook 14,Intel i7,16,512,Intel Iris Xe,Ultrabook,1399,14,Windows 11,1.5,8,2024,Pine Grey
MSI,GS66 Stealth,Intel i9,32,1000,NVIDIA RTX 3070,Gaming,2499,15.6,Windows 11,2.8,10,2024,Black
Apple,MacBook Air 15 M2,Apple M2,8,512,Apple GPU,Student Use,1299,15,macOS,2.3,9,2024,Platinum Silver
Lenovo,ThinkPad P15,Intel i7,32,1000,NVIDIA Quadro,Workstation,2699,15.6,Windows 11,1.4,7,2024,Pure White
ASUS,TUF Gaming A15,AMD Ryzen 7,16,512,NVIDIA GTX 1660,Gaming,1299,15.6,Windows 11,1.3,8,2024,Nightfall Blue
HP,EliteBook 840 G7,Intel i7,16,512,Intel UHD,Business,1899,14,Windows 11,1.1,16,2024,Black
Apple,MacBook Pro 14 M1 Pro,Apple M1 Pro,16,512,Apple GPU,Professional Use,2199,14,macOS,1.5,8,2024,Black
Lenovo,IdeaPad 3 15,AMD Ryzen 5,8,256,AMD Radeon,Everyday Use,499,15.6,Windows 11,2.2,10,2024,Black
ASUS,VivoBook 14,Intel i5,8,512,Intel UHD,Everyday Use,699,14,Windows 11,2.4,6,2024,Carbon Gray
Dell,Latitude 7410,Intel i7,16,512,Intel UHD,Business,1899,14,Windows 11,1.3,7,2024,Dragonfly Blue
HP,Pavilion x360 14,Intel i7,8,512,Intel UHD,Hybrid Use,799,14,Windows 11,2.1,8,2024,Transparent Silver
Acer,Swift 5,Intel i7,16,512,Intel Iris Xe,Ultrabook,1499,14,Windows 11,1.2,10,2024,Black
MSI,Creator 15,Intel i7,16,512,NVIDIA RTX 3060,Content Creation,2199,15.6,Windows 11,2.5,18,2024,Silver
Lenovo,Yoga 9i,Intel i7,16,512,Intel Iris Xe,Hybrid Use,1699,14,Windows 11,1.5,7,2024,Space Gray
ASUS,ROG Zephyrus G14,AMD Ryzen 9,32,1000,NVIDIA RTX 3080,Gaming,2799,14,Windows 11,1.2,12,2024,Black
Dell,Alienware X17,Intel i9,32,1000,NVIDIA RTX 3080,Gaming,3199,17.3,Windows 11,1.4,10,2024,Silver
HP,Omen 16,AMD Ryzen 7,16,512,NVIDIA RTX 3070,Gaming,1999,16.1,Windows 11,1.9,6,2024,Black
Acer,Nitro 7,Intel i7,16,512,NVIDIA RTX 3060,Gaming,1699,15.6,Windows 11,1.6,15,2024,Black
Apple,MacBook Air 13 M2,Apple M2,8,512,Apple GPU,Student Use,1299,13.3,macOS,2.5,8,2024,Dragonfly Blue
ASUS,ZenBook Pro 15,Intel i7,16,512,NVIDIA GTX 1650,Content Creation,1599,15.6,Windows 11,1.4,9,2024,Transparent Silver
Dell,G5 15,Intel i7,16,512,NVIDIA GTX 1650,Gaming,1199,15.6,Windows 11,4.5,6,2024,Space Gray
HP,Spectre x360 14,Intel i7,16,512,Intel Iris Xe,Hybrid Use,1799,14,Windows 11,0.99,7,2024,Black
MSI,Stealth 15M,Intel i7,16,512,NVIDIA RTX 3060,Gaming,1599,15.6,Windows 11,1.3,10,2024,Phantom Black
ASUS,ROG Flow X13,AMD Ryzen 9,32,512,NVIDIA RTX 3080,Gaming,2499,13.4,Windows 11,1.6,12,2024,Platinum Silver
Lenovo,ThinkPad L14,Intel i5,8,512,Intel UHD,Business,699,14,Windows 11,2.3,13,2024,Nightfall Blue
Acer,Aspire 5,Intel i5,8,512,Intel UHD,Everyday Use,649,15.6,Windows 11,1.7,8,2024,Pine Grey
MSI,GL65 Leopard,Intel i7,16,512,NVIDIA GTX 1660,Gaming,1299,15.6,Windows 11,1.4,7,2024,Space Gray
Dell,XPS 13 9310,Intel i7,16,512,Intel Iris Xe,Ultrabook,1599,13.4,Windows 11,1.4,8,2024,Black
ASUS,ROG Strix G17,AMD Ryzen 7,16,512,NVIDIA RTX 3060,Gaming,1799,17.3,Windows 11,1.8,18,2024,Silver
Apple,MacBook Pro 14 M2,Apple M2,16,512,Apple GPU,Professional Use,1999,14,macOS,1.6,7,2024,Eclipse Grey
HP,Pavilion 14,Intel i5,8,512,Intel UHD,Everyday Use,699,14,Windows 11,2.9,10,2024,Platinum Grey
Lenovo,IdeaPad Flex 5,AMD Ryzen 5,8,256,AMD Radeon,Hybrid Use,699,14,Windows 11,1.8,7,2024,Black
MSI,Alpha 15,AMD Ryzen 7,16,512,NVIDIA RTX 3060,Gaming,1399,15.6,Windows 11,1.1,9,2024,Pure White
Acer,Aspire 7,Intel i7,16,512,NVIDIA GTX 1650,Gaming,1299,15.6,Windows 11,2,14,2024,Shadow Black
ASUS,ZenBook Flip 14,Intel i5,8,512,Intel Iris Xe,Hybrid Use,899,14,Windows 11,2,20,2024,Pine Grey
HP,Elite Dragonfly,Intel i5,16,512,Intel UHD,Business,1799,13.3,Windows 11,1.6,9,2024,Black
Dell,Latitude 9510,Intel i7,16,512,Intel UHD,Business,1799,15,Windows 11,1.7,8,2024,Lunar Light
Lenovo,ThinkPad X1 Carbon,Intel i7,16,512,Intel UHD,Business,2299,14,Windows 11,1.8,6,2024,Black
Acer,Predator Triton 500,Intel i7,16,512,NVIDIA RTX 2070,Gaming,1799,15.6,Windows 11,1.8,12,2024,Silver
ASUS,TUF Dash F15,Intel i7,16,512,NVIDIA RTX 3070,Gaming,1699,15.6,Windows 11,2.1,4,2024,Transparent Silver
HP,Omen 17,Intel i9,32,1000,NVIDIA RTX 3080,Gaming,2499,17.3,Windows 11,1.8,15,2024,Black
Dell,Inspiron 14,Intel i5,8,512,Intel UHD,Everyday Use,649,14,Windows 11,2.3,18,2024,Silver
Lenovo,Yoga 7i,Intel i7,16,512,Intel Iris Xe,Hybrid Use,1599,14,Windows 11,1.4,10,2024,Black
Apple,MacBook Air 13 M2,Apple M2,8,256,Apple GPU,Student Use,999,13.3,macOS,1.7,6,2024,Nightfall Blue
MSI,GE76 Raider,Intel i9,32,1000,NVIDIA RTX 3080,Gaming,2799,17.3,Windows 11,2,8,2024,Moonlight White
HP,Spectre x360 13,Intel i7,16,512,Intel Iris Xe,Hybrid Use,1799,13.3,Windows 11,2.3,10,2024,Storm Grey
ASUS,VivoBook Pro 16,AMD Ryzen 7,16,512,NVIDIA GTX 1650,Everyday Use,1099,16,Windows 11,2.5,10,2024,Black
Dell,Precision 7550,Intel i9,32,1000,NVIDIA Quadro,Workstation,2899,15.6,Windows 11,2.4,12,2024,Carbon Gray
Lenovo,Legion 7i,Intel i9,32,1000,NVIDIA RTX 3080,Gaming,2799,16,Windows 11,1.8,12,2024,Silver
MSI,GS66 Stealth,Intel i7,32,512,NVIDIA RTX 3070,Gaming,2399,15.6,Windows 11,1.9,6,2024,Fortress Gray
Apple,MacBook Pro 16 M1 Pro,Apple M1 Pro,32,1000,Apple GPU,Professional Use,2499,16,macOS,2,8,2024,Black
HP,EliteBook 850 G7,Intel i7,16,512,Intel UHD,Business,1599,15.6,Windows 11,2.2,15,2024,Black
Lenovo,ThinkPad P1 Gen 4,Intel i9,32,1000,NVIDIA Quadro,Workstation,3099,15.6,Windows 11,1.5,7,2024,Black
ASUS,ROG Flow Z13,Intel i7,16,512,NVIDIA RTX 3050,Gaming,1699,13.4,Windows 11,1.7,7,2024,Silver
MSI,Creator 17,Intel i9,32,1000,NVIDIA RTX 3080,Content Creation,3299,17.3,Windows 11,2,10,2024,Pine Grey
Dell,Inspiron 15 7000,Intel i7,16,512,Intel UHD,Everyday Use,1099,15.6,Windows 11,2.5,9,2024,Black
HP,Omen 15,AMD Ryzen 9,32,512,NVIDIA RTX 3070,Gaming,2299,15.6,Windows 11,1.3,7,2024,Silver
Lenovo,ThinkPad L15,Intel i5,8,256,Intel UHD,Business,599,15.6,Windows 11,2,6,2024,Black
ASUS,VivoBook 15,Intel i3,8,256,Intel UHD,Everyday Use,499,15.6,Windows 11,1.3,21,2024,Nightfall Blue
Apple,MacBook Air 15 M2,Apple M2,8,512,Apple GPU,Student Use,1299,15,macOS,1,8,2024,Transparent Silver
Dell,Latitude 5420,Intel i5,16,512,Intel UHD,Business,999,14,Windows 11,2.3,6,2024,Black
ASUS,ZenBook 13,Intel i7,16,512,Intel Iris Xe,Ultrabook,1399,13.3,Windows 11,1.3,9,2024,Carbon Gray
HP,Spectre x360 15,Intel i7,16,512,Intel Iris Xe,Hybrid Use,1799,15.6,Windows 11,1.7,8,2024,Silver
Acer,Swift 3,Intel i5,8,256,Intel UHD,Ultrabook,649,14,Windows 11,1.5,7,2024,Black
Lenovo,ThinkPad E14,Intel i5,8,512,Intel UHD,Business,799,14,Windows 11,1.4,7,2024,Black
MSI,GF65 Thin,Intel i7,16,512,NVIDIA GTX 1660,Gaming,1099,15.6,Windows 11,2,8,2024,Black
Dell,Inspiron 13,Intel i5,8,512,Intel UHD,Everyday Use,599,13.3,Windows 11,1.5,6,2024,Dragonfly Blue
Apple,MacBook Pro 16 M1 Max,Apple M1 Max,64,2000,Apple GPU,Professional Use,3499,16,macOS,1.4,7,2024,Transparent Silver
Lenovo,Legion 5,AMD Ryzen 7,16,512,NVIDIA GTX 1660,Gaming,1299,15.6,Windows 11,1.4,8,2024,Space Gray
ASUS,ZenBook Duo 14,Intel i7,16,512,Intel Iris Xe,Professional Use,1799,14,Windows 11,1.2,7,2024,Black
MSI,GE66 Raider,Intel i7,16,512,NVIDIA RTX 3070,Gaming,2399,15.6,Windows 11,2.1,12,2024,Phantom Black
Dell,Alienware m15,Intel i7,16,512,NVIDIA RTX 3060,Gaming,1899,15.6,Windows 11,2,11,2024,Platinum Silver
Acer,Nitro 5,Intel i7,16,512,NVIDIA GTX 1650,Gaming,999,15.6,Windows 11,1.3,8,2024,Nightfall Blue
Apple,MacBook Pro 13 M1,Apple M1,8,512,Apple GPU,Student Use,1299,13.3,macOS,2.3,9,2024,Pine Grey
Lenovo,ThinkPad L15 Gen 1,Intel i5,8,256,Intel UHD,Business,649,15.6,Windows 11,2.4,7,2024,Space Gray
ASUS,ROG Strix G15,AMD Ryzen 9,32,1000,NVIDIA RTX 3070,Gaming,2499,15.6,Windows 11,2.3,9,2024,Black
HP,Omen 15,Intel i9,32,1000,NVIDIA RTX 3080,Gaming,2899,15.6,Windows 11,1.3,18,2024,Silver
Dell,XPS 13,Intel i7,16,512,Intel Iris Xe,Ultrabook,1599,13.3,Windows 11,1.8,12,2024,Eclipse Grey
Lenovo,Yoga 9i,Intel i7,16,512,Intel Iris Xe,2-in-1,1799,14,Windows 11,2.7,13,2024,Platinum Grey
MSI,Stealth 15M,Intel i7,16,512,NVIDIA RTX 3060,Gaming,1699,15.6,Windows 11,2.2,11,2024,Black
Apple,MacBook Air M2,Apple M2,8,256,Apple GPU,Student Use,1199,13.6,macOS,1.4,12,2024,Pure White
Acer,Predator Helios 300,Intel i7,16,512,NVIDIA RTX 3060,Gaming,1599,15.6,Windows 11,0.97,7,2024,Shadow Black
Lenovo,Legion 7i,Intel i9,32,1000,NVIDIA RTX 3070,Gaming,2299,15.6,Windows 11,1.8,8,2024,Pine Grey
ASUS,ZenBook Flip 14,Intel i7,16,512,Intel Iris Xe,2-in-1,1599,14,Windows 11,1.8,6,2024,Black
HP,Spectre x360 14,Intel i7,16,512,Intel Iris Xe,2-in-1,1799,14,Windows 11,1.7,15,2024,Lunar Light
Dell,Alienware X17,Intel i9,32,1000,NVIDIA RTX 3080,Gaming,3199,17.3,Windows 11,2,8,2024,Black
Apple,MacBook Pro 14 M1 Pro,Apple M1 Pro,16,512,Apple GPU,Professional Use,1999,14.2,macOS,2.3,9,2024,Silver
Lenovo,ThinkPad X1 Carbon Gen 9,Intel i7,16,512,Intel Iris Xe,Ultrabook,1899,14,Windows 11,1.3,15,2024,Transparent Silver
MSI,GE76 Raider,Intel i9,32,1000,NVIDIA RTX 3080,Gaming,2899,17.3,Windows 11,2.3,8,2024,Black
Dell,Inspiron 15,Intel i5,8,512,Intel UHD,Everyday Use,699,15.6,Windows 11,1.2,8,2024,Silver
Acer,Aspire 5,Intel i5,8,512,Intel UHD,Everyday Use,699,15.6,Windows 11,1.3,7,2024,Black
Lenovo,ThinkPad L14 Gen 1,Intel i5,8,256,Intel UHD,Business,649,14,Windows 11,2.1,9,2024,Nightfall Blue
HP,Envy 13,Intel i5,8,512,Intel Iris Xe,Ultrabook,899,13.3,Windows 11,1.3,21,2024,Moonlight White
ASUS,VivoBook 15,Intel i7,8,512,Intel UHD,Everyday Use,749,15.6,Windows 11,2.5,8,2024,Storm Grey
MSI,Pulse GL66,Intel i7,16,512,NVIDIA RTX 3060,Gaming,1499,15.6,Windows 11,2.3,12,2024,Black
Dell,Latitude 14,Intel i5,8,512,Intel UHD,Business,799,14,Windows 11,1.5,9,2024,Carbon Gray
Apple,MacBook Pro 16 M1 Pro,Apple M1 Pro,32,512,Apple GPU,Professional Use,2499,16.2,macOS,1.6,10,2024,Silver
Lenovo,IdeaPad 3,Intel i3,8,256,Intel UHD,Everyday Use,499,15.6,Windows 11,1.8,10,2024,Fortress Gray
HP,Pavilion x360 14,Intel i5,8,512,Intel Iris Xe,2-in-1,799,14,Windows 11,1.6,7,2024,Black
ASUS,TUF A15,AMD Ryzen 7,16,512,NVIDIA GTX 1650,Gaming,1099,15.6,Windows 11,1.2,18,2024,Black
Lenovo,Legion 5i,Intel i7,16,512,NVIDIA GTX 1660,Gaming,1199,15.6,Windows 11,1.6,8,2024,Black
Dell,Inspiron 14,Intel i7,8,512,Intel UHD,Ultrabook,899,14,Windows 11,1,10,2024,Silver
Acer,Swift 5,Intel i7,16,512,Intel Iris Xe,Ultrabook,1499,14,Windows 11,2,8,2024,Pine Grey
Apple,MacBook Air M2,Apple M2,8,256,Apple GPU,Student Use,1199,13.6,macOS,1.3,8,2024,Black
MSI,GF63 Thin,Intel i5,8,512,NVIDIA GTX 1650,Gaming,749,15.6,Windows 11,1.6,7,2024,Silver
ASUS,ZenBook Pro 14,Intel i7,16,512,Intel Iris Xe,Professional Use,1599,14,Windows 11,2.7,11,2024,Black
Lenovo,ThinkPad P1,Intel i7,32,1000,NVIDIA Quadro,Professional Use,2999,15.6,Windows 11,2.5,20,2024,Nightfall Blue
Acer,Nitro 7,Intel i7,16,512,NVIDIA RTX 3060,Gaming,1599,15.6,Windows 11,2.2,8,2024,Transparent Silver
HP,Elite Dragonfly,Intel i7,16,512,Intel UHD,Business,1699,13.3,Windows 11,1.3,7,2024,Black
ASUS,ExpertBook P1,Intel i5,8,256,Intel UHD,Business,599,14,Windows 11,1.9,8,2024,Carbon Gray
Lenovo,IdeaPad Flex 5,AMD Ryzen 5,8,512,AMD Radeon Vega,2-in-1,899,14,Windows 11,2.3,10,2024,Silver
MSI,Crosshair 17,Intel i9,32,1000,NVIDIA RTX 3070,Gaming,2799,17.3,Windows 11,1.3,8,2024,Black
Dell,G15 5511,Intel i7,16,512,NVIDIA RTX 3060,Gaming,1399,15.6,Windows 11,1.8,6,2024,Silver
Acer,Swift 1,Intel Celeron,4,128,Intel UHD,Everyday Use,249,14,Windows 11,1.4,9,2024,Black
HP,Spectre x360 13,Intel i5,8,512,Intel Iris Xe,2-in-1,1399,13.3,Windows 11,1.5,20,2024,Storm Grey
ASUS,ZenBook 13,Intel i7,16,512,Intel Iris Xe,Ultrabook,1499,13.3,Windows 11,1.7,9,2024,Eclipse Grey
Dell,Inspiron 14,Intel i5,8,512,Intel UHD,Ultrabook,799,14,Windows 11,2.1,7,2024,Pure White
Lenovo,Legion 5,AMD Ryzen 5,16,512,NVIDIA GTX 1660,Gaming,1199,15.6,Windows 11,1.2,8,2024,Black
Acer,Predator Helios 300,Intel i7,16,512,NVIDIA RTX 3060,Gaming,1499,15.6,Windows 11,2.4,20,2024,Silver
Apple,MacBook Air M2,Apple M2,8,256,Apple GPU,Student Use,1199,13.6,macOS,1.6,10,2024,Phantom Black
MSI,GS66 Stealth,Intel i9,32,1000,NVIDIA RTX 3080,Gaming,2399,15.6,Windows 11,1.6,8,2024,Pine Grey
ASUS,ROG Flow Z13,AMD Ryzen 7,16,512,NVIDIA RTX 3050,Gaming,1799,13.4,Windows 11,1.5,7,2024,Nightfall Blue
HP,Omen 16,Intel i7,16,512,NVIDIA RTX 3060,Gaming,1599,16.1,Windows 11,2.3,9,2024,Phantom Black
Lenovo,ThinkPad T14,Intel i7,16,512,Intel UHD,Business,1099,14,Windows 11,2.1,6,2024,Space Gray
Dell,XPS 13,Intel i5,8,256,Intel Iris Xe,Ultrabook,1299,13.3,Windows 11,1.4,7,2024,Transparent Silver
Apple,MacBook Pro 13 M2,Apple M2,8,256,Apple GPU,Professional Use,1499,13.3,macOS,1.1,10,2024,Slate Black
Acer,Aspire 5,Intel i7,16,512,NVIDIA GTX 1650,Everyday Use,799,15.6,Windows 11,1.4,8,2024,Lunar Light
ASUS,VivoBook 14,Intel i3,8,256,Intel UHD,Everyday Use,499,14,Windows 11,1.1,12,2024,Black
MSI,GE66 Raider,Intel i9,32,1000,NVIDIA RTX 3080,Gaming,2899,15.6,Windows 11,2,10,2024,Dragonfly Blue
Lenovo,Yoga 7i,Intel i5,8,512,Intel Iris Xe,2-in-1,1299,14,Windows 11,2.3,6,2024,Fortress Gray
Dell,Alienware Area-51m,Intel i9,32,1000,NVIDIA RTX 3080,Gaming,3199,17.3,Windows 11,2.6,18,2024,Black
HP,Elite Dragonfly G2,Intel i7,16,512,Intel UHD,Business,2099,13.3,Windows 11,1.4,7,2024,Black
Apple,MacBook Air M2,Apple M2,16,512,Apple GPU,Student Use,1499,13.6,macOS,1.5,8,2024,Nightfall Blue
ASUS,ROG Zephyrus G14,AMD Ryzen 9,32,1000,NVIDIA RTX 3070,Gaming,2499,14,Windows 11,1.3,10,2024,Platinum Silver
MSI,Katana GF66,Intel i7,16,512,NVIDIA GTX 1650,Gaming,1099,15.6,Windows 11,2.9,20,2024,Celestial Blue
Dell,Latitude 15,Intel i5,8,256,Intel UHD,Business,749,15.6,Windows 11,1.3,7,2024,Graphite Grey
Lenovo,IdeaPad 5i,Intel i7,16,512,Intel Iris Xe,Everyday Use,999,14,Windows 11,2,8,2024,Phantom Black
Acer,Swift 3,Intel i5,8,256,Intel Iris Xe,Ultrabook,799,14,Windows 11,2.1,9,2024,Space Gray
ASUS,ZenBook 15,Intel i7,16,512,NVIDIA GTX 1650,Ultrabook,1399,15.6,Windows 11,2.1,9.5,2024,Space Gray
HP,Envy 14,Intel i7,16,512,Intel Iris Xe,Ultrabook,1599,14,Windows 11,1.5,9,2024,Gray
MSI,GE75 Raider,Intel i7,16,512,NVIDIA RTX 3060,Gaming,1799,17.3,Windows 11,1.8,7.5,2024,Black
Dell,Precision 5550,Intel i7,16,512,NVIDIA Quadro,Professional Use,2099,15.6,Windows 11,1.6,7.5,2024,Silver
Lenovo,ThinkPad X1 Carbon,Intel i7,16,512,Intel UHD,Business,1899,14,Windows 11,1.8,9,2024,Black
Acer,Aspire 7,AMD Ryzen 7,16,512,NVIDIA GTX 1650,Gaming,999,15.6,Windows 11,1.6,9.5,2024,Space Gray
ASUS,TUF Dash F15,Intel i7,16,512,NVIDIA RTX 3060,Gaming,1499,15.6,Windows 11,2.8,9,2024,Eclipse Gray
HP,Pavilion 14,Intel i5,8,512,Intel Iris Xe,Everyday Use,799,14,Windows 11,2.4,8.5,2024,Black
Lenovo,ThinkPad L14,Intel i5,8,256,Intel UHD,Business,749,14,Windows 11,1.8,9.5,2024,Black
Dell,Inspiron 15,Intel i5,8,512,Intel UHD,Everyday Use,649,15.6,Windows 11,1.5,10,2024,Platinum
MSI,GF63 Thin,Intel i5,8,512,NVIDIA GTX 1650,Gaming,849,15.6,Windows 11,1.8,9,2024,Lunar Light
Apple,MacBook Pro 16,Apple M1 Pro,16,512,Apple GPU,Professional Use,2399,16.2,macOS,1.6,17,2024,Space Gray
ASUS,VivoBook 15,Intel i5,8,256,Intel UHD,Everyday Use,549,15.6,Windows 11,1.1,15,2024,Black
Acer,Nitro 5,Intel i7,16,512,NVIDIA GTX 1660,Gaming,1099,15.6,Windows 11,1.2,12,2024,Eclipse Gray
HP,EliteBook 840 G7,Intel i5,8,256,Intel UHD,Business,999,14,Windows 11,2,8,2024,Black Edition
Lenovo,IdeaPad Slim 5i,Intel i7,16,512,Intel Iris Xe,Everyday Use,849,15.6,Windows 11,2.4,7,2024,Titanium Gray
MSI,Bravo 15,AMD Ryzen 5,8,512,AMD Radeon,Gaming,849,15.6,Windows 11,1.3,13,2024,Silver
ASUS,ROG Strix G15,AMD Ryzen 9,32,1000,NVIDIA RTX 3070,Gaming,2299,15.6,Windows 11,1.4,12,2024,Nightfall Black
Dell,XPS 17,Intel i9,32,1000,NVIDIA RTX 3080,Professional Use,2899,17.3,Windows 11,2,8,2024,Black
Lenovo,Legion 7i,Intel i9,32,1000,NVIDIA RTX 3080,Gaming,2599,16,Windows 11,1.3,14,2024,Space Gray
HP,ProBook 450 G7,Intel i5,8,256,Intel UHD,Business,699,15.6,Windows 11,2.5,6,2024,Phantom Blue
Acer,Aspire 3,AMD Ryzen 5,8,256,AMD Radeon,Everyday Use,499,15.6,Windows 11,1.4,10,2024,Silver
Lenovo,ThinkPad X1 Carbon,Intel i7,16,512,Intel UHD,Business,1499,14,Windows 11,1.2,12,2024,Jade Black
Dell,Latitude 7420,Intel i5,8,256,Intel UHD,Business,1099,14,Windows 11,1.8,6,2024,Black
MSI,GE76 Raider,Intel i9,32,1024,NVIDIA RTX 3080,Gaming,2399,17.3,Windows 11,1.7,10,2024,Cobalt Blue
Apple,MacBook Air M2,Apple M2,8,256,Apple GPU,Professional Use,1199,13.6,macOS,2.1,21,2024,Silver
ASUS,ZenBook 14,Intel i5,8,512,Intel Iris Xe,Everyday Use,899,14,Windows 11,1.6,7,2024,Charcoal Black
Acer,Predator Helios 300,Intel i7,16,512,NVIDIA RTX 3060,Gaming,1499,15.6,Windows 11,1.5,9,2024,Natural Silver
HP,Spectre x360 14,Intel i7,16,512,Intel Iris Xe,Professional Use,1799,14,Windows 11,2,8,2024,Platinum
Lenovo,Legion 5i,Intel i7,16,512,NVIDIA RTX 3060,Gaming,1199,15.6,Windows 11,1.6,10,2024,Platinum Gray
MSI,GS66 Stealth,Intel i7,16,512,NVIDIA RTX 3070,Gaming,1799,15.6,Windows 11,2.2,8,2024,Fortress Gray
ASUS,VivoBook Pro 14,Intel i5,8,512,Intel Iris Xe,Everyday Use,749,14,Windows 11,1.8,8,2024,Carbon Black
Acer,Aspire 7,AMD Ryzen 7,16,512,NVIDIA GTX 1650,Gaming,899,15.6,Windows 11,1.3,12,2024,Phantom Gray
HP,Omen 15,AMD Ryzen 7,16,512,NVIDIA RTX 3060,Gaming,1499,15.6,Windows 11,1.4,17,2024,Silver
Dell,Precision 3550,Intel i5,8,256,Intel UHD,Professional Use,899,15.6,Windows 11,2,10,2024,Black
Lenovo,IdeaPad 5,Intel i5,8,512,Intel Iris Xe,Everyday Use,699,14,Windows 11,2.3,6,2024,Phantom Grey
MSI,Creator Z16,Intel i7,16,1024,NVIDIA RTX 3070,Professional Use,2299,16,Windows 11,1.8,7,2024,Transparent Silver
ASUS,TUF Gaming A15,AMD Ryzen 7,16,512,NVIDIA RTX 3060,Gaming,1199,15.6,Windows 11,2.3,8,2024,Black
Acer,Swift 3,Intel i7,8,512,Intel Iris Xe,Professional Use,899,14,Windows 11,0.4,10,2024,Platinum
HP,Elite Dragonfly,Intel i5,8,256,Intel UHD,Business,1599,13.3,Windows 11,2.5,7,2024,Gunmetal Black
Dell,Inspiron 14,Intel i5,8,512,Intel UHD,Everyday Use,699,14,Windows 11,2.1,7,2024,Black
Lenovo,ThinkPad L15,Intel i5,8,256,Intel UHD,Business,799,15.6,Windows 11,1.4,10,2024,Abyss Blue
